,SMILES_x,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,f_max_inhibition_reading,f_min_inhibition_reading,f_hill_slope,f_R2,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,acrylamide,chloroacetamide,series,Molecule Name,SMILES_y,Batch Created Date,Batch Updated Date,Date,stereochem comments
147,CCN(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-49,WAR-XCH-b72a1bbc-49,0,0,,3.385399,6.021047,,,,,,,1,0.98,,FALSE,FALSE,,CVD-0003881,CCN(C)CC1CCN(CC1)c1ccc(cc1)S(N)(=O)=O,4/23/2020,5/12/2020,,
194,O=C(CC(=O)N1CCOCC1)NC1CCCCC1,GIA-UNK-3f36037a-1,GIA-UNK-3f36037a-1,0,0,,19.80961,6.012231,,,,,,,0.99,1,,FALSE,FALSE,,CVD-0001283,O=C(CC(=O)N1CCOCC1)NC1CCCCC1,4/23/2020,5/13/2020,,
378,N#CCOc1ccccc1C(=O)NCc1cnsc1,BAR-COM-4e090d3a-49,BAR-COM-4e090d3a-49,-4.225,0,,2.2135703,5.959332,,,,,,,1,1,,FALSE,FALSE,,CVD-0000270,O=C(NCc1cnsc1)c1ccccc1OCC#N,4/23/2020,5/12/2020,,
393,O=C(NCc1ccno1)c1ccccc1OC1CCCCC1,BAR-COM-4e090d3a-65,BAR-COM-4e090d3a-65,0,,,4.087136,5.817994,,,,,,,1,1,,FALSE,FALSE,,CVD-0000288,O=C(NCc1ccno1)c1ccccc1OC1CCCCC1,4/23/2020,5/21/2020,,
234,Cc1ccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b6889685-25,WAR-XCH-b6889685-25,28.4325,39.995,,2.66913,5.6181615,,,,,,,0.92,0.84,,FALSE,FALSE,,CVD-0003791,Cc1ccc(NC2CCN(CC2)c2ccc(cc2)S(N)(=O)=O)cc1,4/23/2020,5/12/2020,,
177,O=C(Nc1ccccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-7098f804-4,CHR-SOS-7098f804-4,7.144777563,,,5.4690375,5.5752195,,,,,,,0.91,0.7,,FALSE,FALSE,,CVD-0000600,Oc1ccc(Cl)cc1C(=O)Nc1ccccc1Cl,4/23/2020,5/12/2020,,
332,C=CC(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1,MED-COV-4280ac29-14,MED-COV-4280ac29-14,0,0,,,5.54785,,,,,,,0.99,0.99,,TRUE,FALSE,,CVD-0002719,Clc1cccc(c1)C(=O)N1CCN(CC1)C(=O)C=C,4/23/2020,5/12/2020,,
508,O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCOCC1,GIA-UNK-eaadd1d4-3,GIA-UNK-eaadd1d4-3,0,0,,1.873227,5.517857,,,,,,,1,0.99,,FALSE,FALSE,,CVD-0001329,O=C(C1CCN(CC1)S(=O)(=O)c1ccccc1)N1CCOCC1,4/23/2020,5/12/2020,,
167,CS(=O)(=O)Nc1cccc(C(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-9159f8ed-6,MAK-UNK-9159f8ed-6,0,,,0.8660925,5.1890295,,,,,,,1,0.99,,FALSE,FALSE,,CVD-0002335,CS(=O)(=O)Nc1cccc(c1)C(=O)Nc1cccc(c1)N1CCCC1=O,4/23/2020,5/12/2020,,
375,O=C(CCn1ccnn1)NC(CN1CCOCC1)c1ccccc1,BAR-COM-4e090d3a-45,BAR-COM-4e090d3a-45,0,0,,2.30543135,5.187141,,,,,,,1,1,,FALSE,FALSE,,CVD-0000266,O=C(CCn1ccnn1)NC(CN1CCOCC1)c1ccccc1,4/23/2020,5/12/2020,,
469,C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-20,LON-WEI-b8d98729-20,0,,,4.0468147,4.7055155,,,,,,,0.92,0.78,,TRUE,FALSE,3-aminopyridine-like,CVD-0001884,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1cc(n[nH]1)C(C)(C)C)c1cccnc1,4/23/2020,5/12/2020,,
398,O=C(NCCN1CCN(C(=O)CCl)CC1)c1cccc2ccccc12,STE-KUL-2e0d2e88-2,STE-KUL-2e0d2e88-2,,23.80185272,,6.9680765,4.690442,,,,,,,,,,FALSE,TRUE,piperazine-chloroacetamide,CVD-0003485,ClCC(=O)N1CCN(CCNC(=O)c2cccc3ccccc23)CC1,4/23/2020,5/26/2020,,
343,CC1CN(Cc2ccccc2NC(=O)NCc2cnsc2)CC(C)O1,BAR-COM-4e090d3a-4,BAR-COM-4e090d3a-4,0,1.335,,1.48206765,4.442346,,,,,,,1,0.98,,FALSE,FALSE,,CVD-0000261,CC1CN(Cc2ccccc2NC(=O)NCc2cnsc2)CC(C)O1,4/23/2020,5/12/2020,,
160,Cc1ccncc1NC(=O)Cc1ccc2nc[nH]c2c1,GAB-REV-70cc3ca5-18,GAB-REV-70cc3ca5-18,0,0,,-2.241022,4.267136,,,,,,,0.99,0.99,,FALSE,FALSE,3-aminopyridine-like,CVD-0001223,Cc1ccncc1NC(=O)Cc1ccc2nc[nH]c2c1,4/23/2020,5/13/2020,,
351,Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1,BAR-COM-4e090d3a-12,BAR-COM-4e090d3a-12,0,,,0.4238036,4.242857,,,,,,,1,1.01,,FALSE,FALSE,,CVD-0000231,Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1,4/23/2020,5/21/2020,,
413,CC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,MAK-UNK-6435e6c2-1,MAK-UNK-6435e6c2-1,0,,,2.333251,4.20799245,,,,,,,1,1,,FALSE,FALSE,,CVD-0002225,CC(=O)N1CCN(CC1)S(=O)(=O)c1cccs1,4/23/2020,5/12/2020,,
418,CC(=O)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,MAK-UNK-6435e6c2-6,MAK-UNK-6435e6c2-6,0,0,,-1.416076,4.1838815,,,,,,,1,1,,FALSE,FALSE,,CVD-0002230,CC(=O)N1CCN(CC1)S(=O)(=O)c1c(F)cccc1F,4/23/2020,5/12/2020,,
534,O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,TRY-UNI-1fd04853-11,TRY-UNI-1fd04853-11,0,,,1.54883605,4.1642875,,,,,,,1,1,,FALSE,FALSE,,CVD-0003604,Clc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,4/23/2020,5/12/2020,,
193,COc1cc(NC(=O)C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,ANT-LOU-17aa1493-2,ANT-LOU-17aa1493-2,0.456114411,,,-9.400735,4.05469,,,,,,,0.99,0.92,,FALSE,FALSE,,CVD-0000162,COc1cc(NC(=O)C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,4/23/2020,5/21/2020,,
510,O=C(CC1(c2ccccc2)CCCC1)Nc1cccnc1,CHR-SOS-f7373dd1-4,CHR-SOS-f7373dd1-4,0,13.88,,,3.982564,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000633,O=C(CC1(CCCC1)c1ccccc1)Nc1cccnc1,4/23/2020,5/12/2020,,
288,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,MAK-UNK-0d6072ac-4,MAK-UNK-0d6072ac-4,0,,,-0.54754295,3.9667165,,,,,,,1,0.98,,FALSE,FALSE,,CVD-0001267,CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21,4/23/2020,5/19/2020,,
289,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,MAK-UNK-0d6072ac-4,MAK-UNK-0d6072ac-4,0,,,-0.54754295,3.9667165,,,,,,,1,0.98,,FALSE,FALSE,,CVD-0001267,CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21,4/23/2020,5/21/2020,,
496,C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-45,LON-WEI-b8d98729-45,0,,,5.9039575,3.935542,,,,,,,0.96,0.87,,TRUE,FALSE,3-aminopyridine-like,CVD-0001908,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)OC)c1cccnc1,4/23/2020,5/12/2020,,
394,CC(c1cccc(NC(=O)Cc2cnccc2Cl)c1)N1CCOCC1,BAR-COM-4e090d3a-66,BAR-COM-4e090d3a-66,0,3.865,,2.1187109,3.916605,,,,,,,0.97,0.92,,FALSE,FALSE,3-aminopyridine-like,CVD-0000289,CC(N1CCOCC1)c1cccc(NC(=O)Cc2cnccc2Cl)c1,4/23/2020,5/12/2020,,
245,NC(=O)C1CCN(c2nnc(C3CCC(=O)N3)n2CCc2cc(F)cc(F)c2)CC1,KUS-THE-322b9b63-16,KUS-THE-322b9b63-16,,,,1.2686122,3.8341885,,,,,,,,,,FALSE,FALSE,,CVD-0001822,NC(=O)C1CCN(CC1)c1nnc(C2CCC(=O)N2)n1CCc1cc(F)cc(F)c1,4/23/2020,6/2/2020,,
166,CS(=O)(=O)Nc1cccc(C(=O)OCC(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-9159f8ed-4,MAK-UNK-9159f8ed-4,,,,5.160318,3.701804,,,,,,,,,,FALSE,FALSE,,CVD-0002333,CS(=O)(=O)Nc1cccc(c1)C(=O)OCC(=O)Nc1cccc(c1)N1CCCC1=O,4/23/2020,6/2/2020,,
326,CC(=O)N1CCN(C(=O)Cc2ccccn2)CC1,JON-UIO-066ce08b-3,JON-UIO-066ce08b-3,0,0,,-0.51655985,3.515198,,,,,,,1,1,,FALSE,FALSE,,CVD-0001679,CC(=O)N1CCN(CC1)C(=O)Cc1ccccn1,4/23/2020,5/12/2020,,
530,O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,TRY-UNI-1fd04853-7,TRY-UNI-1fd04853-7,0,,,2.9880005,3.447241,,,,,,,1,0.95,,FALSE,FALSE,,CVD-0003611,Clc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,4/23/2020,5/12/2020,,
164,O=C(Cc1ccc2ccccc2c1)Nc1cc(C(F)(F)F)ccn1,ALV-UNI-7ff1a6f9-46,ALV-UNI-7ff1a6f9-46,10.9925,29.335,,-2.5522446,3.4262505,,,,,,,0.9,0.38,,FALSE,FALSE,3-aminopyridine-like,CVD-0004071,FC(F)(F)c1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,4/23/2020,5/12/2020,,
463,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-14,LON-WEI-b8d98729-14,0,,,3.4472285,3.4251835,,,,,,,0.84,0.74,,TRUE,FALSE,3-aminopyridine-like,CVD-0001877,CN(C)c1ccc(cc1C)N(C(C(=O)Nc1ccc(Br)cc1)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
203,C=CC(=O)N1CCN(Cc2cccc3ccccc23)CC1,JOO-IND-6372a4f3-4,JOO-IND-6372a4f3-4,0,,,-4.318302,3.347547,,,,,,,1,0.99,,TRUE,FALSE,,CVD-0001707,C=CC(=O)N1CCN(Cc2cccc3ccccc23)CC1,4/23/2020,5/21/2020,,
183,O=C(Nc1cnccc1Cl)c1cccc(Cl)c1,CHR-SOS-7098f804-21,CHR-SOS-7098f804-21,0,10.51664415,,-2.295603,3.232219,,,,,,,1,1,,FALSE,FALSE,,CVD-0000597,Clc1cccc(c1)C(=O)Nc1cnccc1Cl,4/23/2020,5/13/2020,,
385,O=C(Nc1ccnnc1)NC(Cc1ccccc1)C(=O)N1CCCC1,BAR-COM-4e090d3a-56,BAR-COM-4e090d3a-56,0,0,,0.08347647,3.229184,,,,,,,1,1,,FALSE,FALSE,,CVD-0000278,O=C(NC(Cc1ccccc1)C(=O)N1CCCC1)Nc1ccnnc1,4/23/2020,5/13/2020,,
352,N#Cc1cnn(-c2ccccc2NC(=O)Cc2ccn[nH]2)c1N,BAR-COM-4e090d3a-14,BAR-COM-4e090d3a-14,0,,,-9.143885,2.959074,,,,,,,1,0.96,,FALSE,FALSE,3-aminopyridine-like,CVD-0000233,Nc1c(cnn1-c1ccccc1NC(=O)Cc1ccn[nH]1)C#N,4/23/2020,5/21/2020,,
541,N#Cc1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-1,DAR-DIA-23aa0b97-1,0,,,2.74304045,2.910389,,,,,,,1,0.95,,FALSE,FALSE,3-aminopyridine-like,CVD-0000700,O=C(Cc1c[nH]c2ncccc12)Nc1cccc(c1)C#N,4/23/2020,5/12/2020,,
298,C=CC(=O)N1CCN(S(C)(=O)=O)CC1c1ccccc1,NAU-LAT-f723e322-4,NAU-LAT-f723e322-4,,0,,-0.4375305,2.885148,,,,,,,,,,TRUE,FALSE,,CVD-0002880,CS(=O)(=O)N1CCN(C(C1)c1ccccc1)C(=O)C=C,4/23/2020,5/26/2020,,
341,Nc1nnnn1-c1cccc(C(=O)Nc2c(-c3cccnc3)nc3ccccn23)c1,BAR-COM-4e090d3a-2,BAR-COM-4e090d3a-2,11.0325,18.3,,-2.500041,2.6895285,,,,,,,0.98,0.79,,FALSE,FALSE,,CVD-0000239,Nc1nnnn1-c1cccc(c1)C(=O)Nc1c(nc2ccccn12)-c1cccnc1,4/23/2020,5/12/2020,,
390,CC(NC(=O)c1ccccc1OCC(N)=O)c1cnn(C)c1,BAR-COM-4e090d3a-62,BAR-COM-4e090d3a-62,0,0,,-1.52473315,2.682852,,,,,,,1,1,,FALSE,FALSE,,CVD-0000285,CC(NC(=O)c1ccccc1OCC(N)=O)c1cnn(C)c1,4/23/2020,5/12/2020,,
130,O=S(=O)(Cc1nc(-c2ccncc2)no1)Nc1ccc(N2CCCCC2)cc1,FRA-BIO-8bf1eac9-12,FRA-BIO-8bf1eac9-12,,0,,3.338195,2.6636395,,,,,,,,,,FALSE,FALSE,,CVD-0001173,O=S(=O)(Cc1nc(no1)-c1ccncc1)Nc1ccc(cc1)N1CCCCC1,4/23/2020,5/26/2020,,
452,CC(=O)N1CCN(CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC1,LON-WEI-b8d98729-4,LON-WEI-b8d98729-4,0,,,-3.12081,2.6341365,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0001451,CC(=O)N1CCN(CC(=O)Nc2cccc(c2)S(N)(=O)=O)CC1,4/23/2020,5/19/2020,,
453,CC(=O)N1CCN(CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC1,LON-WEI-b8d98729-4,LON-WEI-b8d98729-4,0,,,-3.12081,2.6341365,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0001451,CC(=O)N1CCN(CC(=O)Nc2cccc(c2)S(N)(=O)=O)CC1,4/23/2020,5/21/2020,,
148,COC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,FAR-UNI-a04c1544-1,FAR-UNI-a04c1544-1,,0,,1.0641173,2.6138002,,,,,,,,,,FALSE,FALSE,,CVD-0001167,COC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,4/23/2020,5/26/2020,,
287,Cc1ccc(S(=O)(=O)N2CCC(NC(=O)N(C)Cc3cc(C)on3)CC2)cc1,SIM-SYN-3099a863-1,SIM-SYN-3099a863-1,,0,,-1.096527,2.60272495,,,,,,,,,,FALSE,FALSE,,CVD-0003471,CN(Cc1cc(C)on1)C(=O)NC1CCN(CC1)S(=O)(=O)c1ccc(C)cc1,4/23/2020,5/26/2020,,
527,C#Cc1ccc(CNC(=O)N2CCOCC2)cc1,PAT-GYR-359dbb24-1,PAT-GYR-359dbb24-1,0,0,,1.3952716,2.4609235,,,,,,,1,1,,FALSE,FALSE,,CVD-0003017,O=C(NCc1ccc(cc1)C#C)N1CCOCC1,4/23/2020,5/12/2020,,
483,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,LON-WEI-b8d98729-34,LON-WEI-b8d98729-34,0,,,4.6572687,2.3849765,,,,,,,1,1,,FALSE,FALSE,,CVD-0000167,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4/23/2020,5/19/2020,,
484,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,LON-WEI-b8d98729-34,LON-WEI-b8d98729-34,0,,,4.6572687,2.3849765,,,,,,,1,1,,FALSE,FALSE,,CVD-0000167,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4/23/2020,5/21/2020,,
485,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,LON-WEI-b8d98729-34,LON-WEI-b8d98729-34,0,,,4.6572687,2.3849765,,,,,,,1,1,,FALSE,FALSE,,CVD-0000167,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4/23/2020,5/19/2020,,
511,N#Cc1cccc(CNc2ccc(O)cc2)c1,MIH-UNI-6b9ca91a-5,MIH-UNI-6b9ca91a-5,19.76036777,22.68336834,,9.725009,2.315665,,,,,,,1,1,,FALSE,FALSE,,CVD-0002816,Oc1ccc(NCc2cccc(c2)C#N)cc1,4/23/2020,5/13/2020,,
242,Cc1nc(CCn2c(C3CCC(=O)N3)nnc2N2CCOC(C)(C)C2)n[nH]1,KUS-THE-322b9b63-5,KUS-THE-322b9b63-5,,,,-0.233308,2.2273706,,,,,,,,,,FALSE,FALSE,,CVD-0001835,Cc1nc(CCn2c(nnc2N2CCOC(C)(C)C2)C2CCC(=O)N2)n[nH]1,4/23/2020,6/2/2020,,
366,O=C(NCC(O)Cn1ccnn1)c1ccccc1OC1CCC1,BAR-COM-4e090d3a-34,BAR-COM-4e090d3a-34,0,0,,-1.1075592,2.0355695,,,,,,,1,1,,FALSE,FALSE,,CVD-0000255,OC(CNC(=O)c1ccccc1OC1CCC1)Cn1ccnn1,4/23/2020,5/12/2020,,
531,N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd04853-8,TRY-UNI-1fd04853-8,1.118523639,,,2.4351545,1.7144045,,,,,,,1,0.99,,FALSE,FALSE,,CVD-0003612,O=C(Cc1c[nH]c2ncccc12)NCc1ccc(cc1)C#N,4/23/2020,5/12/2020,,
140,NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,WAR-XCH-b72a1bbc-15,WAR-XCH-b72a1bbc-15,1.055,1.845,,0.87467985,1.6450275,,,,,,,1,0.94,,FALSE,FALSE,,CVD-0003844,NS(=O)(=O)c1ccc(cc1)N1CCC(CC1)c1ccncc1,4/23/2020,5/12/2020,,
417,CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,MAK-UNK-6435e6c2-5,MAK-UNK-6435e6c2-5,0,,,6.203783,1.4342925,,,,,,,1,1,,FALSE,FALSE,,CVD-0002229,CC(=O)N1CCN(CC1)S(=O)(=O)c1cccc(F)c1,4/23/2020,5/12/2020,,
318,CC(=O)N1CCN(Cc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)CC1,NIM-UNI-02269248-3,NIM-UNI-02269248-3,2.3025,5.73,,-2.75353,1.362205,,,,,,,0.95,0.97,,FALSE,FALSE,,CVD-0002923,CC(=O)N1CCN(Cc2cn(nn2)-c2cccc(c2)S(N)(=O)=O)CC1,4/23/2020,5/12/2020,,
383,O=C(NCc1cccnn1)Nc1cccc(OCCN2CCOCC2)c1,BAR-COM-4e090d3a-54,BAR-COM-4e090d3a-54,0,0,,1.1566967,1.21745595,,,,,,,1,0.99,,FALSE,FALSE,,CVD-0000276,O=C(NCc1cccnn1)Nc1cccc(OCCN2CCOCC2)c1,4/23/2020,5/12/2020,,
340,O=C(Cn1cccn1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,IND-SYN-6c8299e8-7,IND-SYN-6c8299e8-7,0,,,-11.85687,1.001533,,,,,,,1,1,,FALSE,FALSE,,CVD-0001404,Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)Cn1cccn1,4/23/2020,5/21/2020,,
336,C=CC(=O)NCC(=O)N(Cc1ccccc1)C[C@H](O)c1ccccc1,MED-COV-4280ac29-26,MED-COV-4280ac29-26,,0,,-0.2808835,0.985713,,,,,,,,,,TRUE,FALSE,,CVD-0002731,O[C@@H](CN(Cc1ccccc1)C(=O)CNC(=O)C=C)c1ccccc1,4/23/2020,5/26/2020,,imperfect match for MED-COV-4280ac29-26
356,CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1,BAR-COM-4e090d3a-20,BAR-COM-4e090d3a-20,0,-2.145,,-2.7667655,0.913150745,,,,,,,1,0.98,,FALSE,FALSE,3-aminopyridine-like,CVD-0000240,CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1,4/23/2020,5/12/2020,,
480,C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-31,LON-WEI-b8d98729-31,0,,,9.2873815,0.77179215,,,,,,,1,1,,TRUE,FALSE,Ugi,CVD-0001895,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1ccc2ncsc2c1)c1cccnc1,4/23/2020,5/12/2020,,
311,CN(C)C/C=C/C(=O)NCc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-2,ANT-OPE-ab37bd51-2,0,,,3.862392,0.7435621,,,,,,,0.96,0.98,,FALSE,FALSE,,CVD-0000182,CN(C)C\C=C\C(=O)NCc1c[nH]c2ccccc12,4/23/2020,5/21/2020,,
365,CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-31,BAR-COM-4e090d3a-31,0,0,,-0.9072247,0.70134785,,,,,,,1,0.99,,FALSE,FALSE,,CVD-0000252,CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1,4/23/2020,5/12/2020,,
535,N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,TRY-UNI-1fd04853-12,TRY-UNI-1fd04853-12,0,,,4.14641935,0.61552145,,,,,,,1,1,,FALSE,FALSE,,CVD-0003605,O=C(Cc1c[nH]c2ncccc12)NCc1ccc(cn1)C#N,4/23/2020,5/12/2020,,
154,CN1CCN(C(=O)CNc2c(S(N)(=O)=O)ccc3ccccc23)CC1,JAR-KUA-672ec752-3,JAR-KUA-672ec752-3,,0,,-0.9614865,0.3211872,,,,,,,,,,FALSE,FALSE,,CVD-0001534,CN1CCN(CC1)C(=O)CNc1c(ccc2ccccc12)S(N)(=O)=O,4/23/2020,5/26/2020,,
542,N#Cc1cncc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-2,DAR-DIA-23aa0b97-2,,0,,-0.383514,0.077528,,,,,,,,,,FALSE,FALSE,3-aminopyridine-like,CVD-0000711,O=C(Cc1c[nH]c2ncccc12)Nc1cncc(c1)C#N,4/23/2020,5/26/2020,,
536,CS(=O)(=O)NCCc1cccc(O)c1,ANT-DIA-b7f58f21-2,ANT-DIA-b7f58f21-2,-2.4475,1.455,,-1.8010535,0.0445147,,,,,,,1,1,,FALSE,FALSE,,CVD-0000153,CS(=O)(=O)NCCc1cccc(O)c1,4/23/2020,5/12/2020,,
402,Cc1nnc(CC(=O)Nc2cccnc2)s1,ALE-HEI-f28a35b5-5,ALE-HEI-f28a35b5-5,-1.825,0,,-1.16065575,-0.0293793,,,,,,,1,0.99,,FALSE,FALSE,3-aminopyridine-like,CVD-0000080,Cc1nnc(CC(=O)Nc2cccnc2)s1,4/23/2020,5/12/2020,,
547,N#Cc1cncc(NC(=O)Cc2cccnc2)c1,DAR-DIA-23aa0b97-6,DAR-DIA-23aa0b97-6,,0,,0.2160645,-0.060915,,,,,,,,,,FALSE,FALSE,3-aminopyridine-like,CVD-0000715,O=C(Cc1cccnc1)Nc1cncc(c1)C#N,4/23/2020,5/26/2020,,
152,O=C(COc1ccccc1)NCCc1ccccc1,ALE-UNK-fca05062-4,ALE-UNK-fca05062-4,0,0,,-0.1782065,-0.0737995,,,,,,,1,1,,FALSE,FALSE,,CVD-0000088,O=C(COc1ccccc1)NCCc1ccccc1,4/23/2020,5/12/2020,,
323,CNS(=O)(=O)c1ccc(C(C)NC(=O)NC(C)(C)C)cc1,VIJ-CYC-1a381570-11,VIJ-CYC-1a381570-11,0,0,,-0.8088335,-0.249829325,,,,,,,1,1,,FALSE,FALSE,,CVD-0003652,CNS(=O)(=O)c1ccc(cc1)C(C)NC(=O)NC(C)(C)C,4/23/2020,5/12/2020,,
454,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,LON-WEI-b8d98729-5,LON-WEI-b8d98729-5,3.17090465,,,4.9134454,-0.25311465,,,,,,,1,0.92,,FALSE,FALSE,,CVD-0001912,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,4/23/2020,5/12/2020,,
314,COc1cccc(CNC(=O)N2CCN(C(=O)N3CCCCC3)CC2)c1,LUI-IND-2c46affe-3,LUI-IND-2c46affe-3,,0,,-3.3111865,-0.332263,,,,,,,,,,FALSE,FALSE,,CVD-0001919,COc1cccc(CNC(=O)N2CCN(CC2)C(=O)N2CCCCC2)c1,4/23/2020,5/26/2020,,
243,O=C1CN(c2nnc(C3CCC(=O)N3)n2CCn2cc(Cl)cn2)CCN1,KUS-THE-322b9b63-7,KUS-THE-322b9b63-7,,,,-2.2617907,-0.405427745,,,,,,,,,,FALSE,FALSE,,CVD-0001837,Clc1cnn(CCn2c(nnc2N2CCNC(=O)C2)C2CCC(=O)N2)c1,4/23/2020,6/2/2020,,
517,Cc1ncncc1NC(=O)Nc1ccccc1,HAN-NEW-5f56c3bc-1,HAN-NEW-5f56c3bc-1,6.04,20.105,,-2.0625485,-0.6277824,,,,,,,0.99,0.99,,FALSE,FALSE,3-aminopyridine-like,CVD-0001333,Cc1ncncc1NC(=O)Nc1ccccc1,4/23/2020,5/12/2020,,
200,CN(CCC(N)=O)C(=O)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-6,REN-UFA-aaaed2d6-6,,0,,-0.75622525,-0.8029685,,,,,,,,,,FALSE,FALSE,,CVD-0003185,CN(CCC(N)=O)C(=O)C(=O)N1CC(c2ccccc2)c2ccccc2C1,4/23/2020,5/26/2020,,
262,C=CC(=O)N1CCCC(N(CC2CCCCC2)C2CCC(O)CC2)C1,WAR-XCH-72a8c209-9,WAR-XCH-72a8c209-9,,,,-4.465255,-0.824094,,,,,,,,,,TRUE,FALSE,,CVD-0003738,OC1CCC(CC1)N(CC1CCCCC1)C1CCCN(C1)C(=O)C=C,4/23/2020,6/2/2020,,
236,Cc1cccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)c1,WAR-XCH-b6889685-27,WAR-XCH-b6889685-27,39.385,45.87,,-2.588312,-0.83843525,,,,,,,0.96,0.87,,FALSE,FALSE,,CVD-0003793,Cc1cccc(NC2CCN(CC2)c2ccc(cc2)S(N)(=O)=O)c1,4/23/2020,5/12/2020,,
